lf,sex,date,state,p_rate,u_rate,ep_ratio,lf_outside,lf_employed,lf_unemployed
1552.5,both,2001-01-01,Selangor,67.0,2.4,52.6,764.0,1514.7,37.8
1803.2,both,2002-01-01,Selangor,65.0,3.0,58.7,971.8,1749.9,53.3
1895.3,both,2003-01-01,Selangor,67.1,3.2,59.2,930.4,1834.2,61.0
2028.1,both,2004-01-01,Selangor,66.6,2.7,61.3,1017.3,1973.3,54.7
2048.8,both,2005-01-01,Selangor,65.8,3.1,59.3,1063.6,1985.9,62.9
2084.4,both,2006-01-01,Selangor,65.6,3.2,58.0,1091.6,2017.7,66.8
2128.0,both,2007-01-01,Selangor,65.6,3.0,57.2,1116.0,2064.2,63.8
2159.8,both,2008-01-01,Selangor,65.0,3.1,56.0,1160.9,2092.0,67.8
2173.3,both,2009-01-01,Selangor,64.2,3.6,54.3,1213.7,2095.3,78.0
2634.4,both,2010-01-01,Selangor,66.1,3.2,64.8,1349.7,2551.1,83.2
2710.8,both,2011-01-01,Selangor,67.7,2.4,66.0,1295.0,2645.2,65.5
2842.6,both,2012-01-01,Selangor,69.9,2.3,68.2,1226.1,2776.1,66.6
3006.2,both,2013-01-01,Selangor,71.0,2.4,69.3,1226.3,2933.3,72.9
3096.0,both,2014-01-01,Selangor,71.7,2.0,69.9,1221.1,3033.6,62.4
3212.9,both,2015-01-01,Selangor,73.1,2.4,70.7,1183.6,3135.0,77.9
3325.0,both,2016-01-01,Selangor,74.2,3.2,71.3,1156.1,3217.6,107.4
3457.5,both,2017-01-01,Selangor,75.7,2.8,73.5,1109.7,3359.4,98.1
3546.3,both,2018-01-01,Selangor,76.3,2.8,74.3,1102.0,3446.7,99.6
3592.9,both,2019-01-01,Selangor,76.0,2.9,75.0,1136.8,3489.5,103.4
3761.5,both,2020-01-01,Selangor,75.6,4.5,72.4,1212.9,3593.3,168.3
3809.6,both,2021-01-01,Selangor,76.4,4.4,73.1,1178.7,3641.0,168.6
3853.0,both,2022-01-01,Selangor,76.8,3.8,74.0,1162.0,3706.5,146.6
3967.6,both,2023-01-01,Selangor,77.4,2.7,75.4,1156.8,3858.9,108.7
234.7,female,1982-01-01,Selangor,45.5,3.0,46.3,280.8,227.7,7.0
257.8,female,1983-01-01,Selangor,47.4,2.7,48.5,285.6,251.0,6.8
242.2,female,1984-01-01,Selangor,44.6,4.8,42.3,301.1,230.5,11.7
250.7,female,1985-01-01,Selangor,44.5,5.0,41.6,312.8,238.0,12.6
280.2,female,1986-01-01,Selangor,46.3,5.5,43.9,324.4,264.8,15.4
321.0,female,1987-01-01,Selangor,47.7,4.6,48.3,351.5,306.3,14.6
334.9,female,1988-01-01,Selangor,47.4,5.2,47.7,371.6,317.4,17.5
332.7,female,1989-01-01,Selangor,47.1,3.2,46.4,373.0,322.2,10.5
371.2,female,1990-01-01,Selangor,48.7,1.7,50.3,391.6,364.7,6.5
385.8,female,1992-01-01,Selangor,49.5,2.3,46.8,393.2,376.9,9.0
395.9,female,1993-01-01,Selangor,48.8,3.0,44.5,415.5,384.0,11.9
491.1,female,1995-01-01,Selangor,50.7,2.2,48.5,478.2,480.5,10.6
488.9,female,1996-01-01,Selangor,51.8,0.9,45.7,455.7,484.6,4.3
472.1,female,1997-01-01,Selangor,49.6,0.9,41.3,479.4,467.9,4.2
523.9,female,1998-01-01,Selangor,48.4,1.8,42.7,559.1,514.6,9.3
535.4,female,1999-01-01,Selangor,49.2,1.5,41.1,522.3,527.2,8.2
637.6,female,2000-01-01,Selangor,50.5,1.6,46.1,625.1,627.3,10.2
548.3,female,2001-01-01,Selangor,49.5,2.3,38.3,559.3,535.6,12.7
634.7,female,2002-01-01,Selangor,47.5,2.5,42.8,700.4,619.0,15.7
688.7,female,2003-01-01,Selangor,50.7,2.8,44.7,668.8,669.3,19.4
758.5,female,2004-01-01,Selangor,50.8,2.6,47.6,731.6,739.1,19.5
765.5,female,2005-01-01,Selangor,50.3,2.9,46.1,757.3,743.5,21.9
782.5,female,2006-01-01,Selangor,50.3,3.0,45.4,772.5,759.3,23.2
807.1,female,2007-01-01,Selangor,50.7,2.8,45.3,783.6,784.8,22.2
823.0,female,2008-01-01,Selangor,50.6,3.4,44.4,804.3,794.9,28.1
818.9,female,2009-01-01,Selangor,49.3,3.3,42.9,842.8,792.1,26.8
994.2,female,2010-01-01,Selangor,52.2,4.0,50.8,910.1,954.1,40.2
1031.5,female,2011-01-01,Selangor,54.0,2.8,52.5,880.1,1002.8,28.7
1100.1,female,2012-01-01,Selangor,56.7,2.3,55.3,841.4,1075.1,25.1
1192.4,female,2013-01-01,Selangor,59.2,2.4,57.8,822.5,1163.7,28.7
1244.9,female,2014-01-01,Selangor,60.5,2.2,58.8,813.6,1217.2,27.7
1331.3,female,2015-01-01,Selangor,63.4,2.9,61.2,768.3,1292.8,38.4
1398.3,female,2016-01-01,Selangor,65.4,3.9,62.4,740.3,1343.2,55.1
1489.3,female,2017-01-01,Selangor,68.8,3.0,66.1,674.9,1444.5,44.8
1549.8,female,2018-01-01,Selangor,69.6,2.9,67.9,677.1,1504.5,45.3
1580.1,female,2019-01-01,Selangor,69.6,2.8,68.8,688.7,1536.2,43.9
1597.0657995757276,female,2020-01-01,Selangor,69.67087728613451,4.543999353827921,66.7,695.2346016617437,1524.4951399627998,72.57065961292778
1607.2826250428132,female,2021-01-01,Selangor,69.58060980585965,3.782531466979181,67.1,702.675033459136,1546.48665398728,60.79597105553341
1625.0563322850664,female,2022-01-01,Selangor,69.74545688387715,2.73988772253796,67.9,704.9252964692012,1580.5316133524625,44.5247189326042
1645.671781003226,female,2023-01-01,Selangor,69.7037906398733,1.87283874205663,68.5,715.278413951935,1614.8510023215042,30.820778681721755
457.2,male,1982-01-01,Selangor,85.69821930646673,1.7497812773403325,89.3,76.3,449.2,8.0
499.3,male,1983-01-01,Selangor,86.53379549393414,2.082916082515522,92.2,77.7,489.0,10.4
476.6,male,1984-01-01,Selangor,85.65780014378146,3.5249685270667226,82.3,79.8,459.8,16.8
489.9,male,1985-01-01,Selangor,85.9172220273588,4.470300061236987,79.5,80.2,468.1,21.9
543.5,male,1986-01-01,Selangor,86.21510152284264,5.758969641214351,82.5,86.9,512.2,31.3
595.6,male,1987-01-01,Selangor,85.25622673919267,6.212222968435191,85.5,103.0,558.7,37.0
614.1,male,1988-01-01,Selangor,85.60078059659884,6.25305324865657,83.8,103.3,575.7,38.4
604.1,male,1989-01-01,Selangor,85.19249753208292,4.303923191524582,80.4,105.0,578.0,26.0
688.8,male,1990-01-01,Selangor,84.81714074621351,2.1,89.9,123.3,674.7,14.1
707.0,male,1992-01-01,Selangor,84.36754176610978,2.008486562942008,83.0,131.1,692.7,14.2
714.1,male,1993-01-01,Selangor,85.25549188156639,2.520655370396303,77.6,123.5,696.1,18.0
874.9,male,1995-01-01,Selangor,84.33583959899748,1.88592982055092,82.8,162.6,858.3,16.5
882.2,male,1996-01-01,Selangor,84.34034416826005,0.8728179551122194,78.7,163.8,874.5,7.7
870.9,male,1997-01-01,Selangor,83.03775743707094,1.0334137099552188,72.6,177.9,862.0,9.0
933.1,male,1998-01-01,Selangor,80.7669003721977,1.8540349373057552,72.3,222.3,915.8,17.3
919.7,male,1999-01-01,Selangor,80.87407667956384,2.142002827008807,66.9,217.5,900.0,19.7
1077.7,male,2000-01-01,Selangor,82.17935031264297,2.180569731836318,73.8,233.8,1054.1,23.5
1004.2,male,2001-01-01,Selangor,83.06725122011746,2.5094602668791075,66.2,204.7,979.0,25.2
1168.5,male,2002-01-01,Selangor,81.14583333333333,3.217800599058622,73.6,271.4,1130.9,37.6
1206.6,male,2003-01-01,Selangor,82.2,3.5,72.8,261.7,1164.9,41.7
1269.5,male,2004-01-01,Selangor,81.6,2.8,74.0,285.8,1234.3,35.3
1283.3,male,2005-01-01,Selangor,80.7,3.2,71.5,306.4,1242.4,40.9
1302.0,male,2006-01-01,Selangor,80.3,3.3,69.6,319.1,1258.4,43.6
1320.9,male,2007-01-01,Selangor,79.9,3.1,68.2,332.4,1279.4,41.5
1336.8,male,2008-01-01,Selangor,78.9,3.0,66.7,356.6,1297.1,39.7
1354.4,male,2009-01-01,Selangor,78.5,3.8,64.8,370.9,1303.2,51.2
1640.2,male,2010-01-01,Selangor,78.9,2.6,77.6,439.6,1597.1,43.1
1679.2,male,2011-01-01,Selangor,80.2,2.2,78.4,414.9,1642.4,36.8
1742.5,male,2012-01-01,Selangor,81.9,2.4,79.9,384.7,1701.0,41.5
1813.8,male,2013-01-01,Selangor,81.8,2.4,79.8,403.9,1769.7,44.2
1851.2,male,2014-01-01,Selangor,82.0,1.9,79.9,407.5,1816.4,34.8
1881.6,male,2015-01-01,Selangor,81.9,2.1,79.5,415.3,1842.2,39.5
1926.7,male,2016-01-01,Selangor,82.2,2.7,79.5,415.8,1874.4,52.2
1968.1,male,2017-01-01,Selangor,81.9,2.7,80.1,434.8,1914.8,53.3
1996.5,male,2018-01-01,Selangor,82.5,2.7,80.2,424.9,1942.2,54.4
2012.7,male,2019-01-01,Selangor,81.8,3.0,80.6,448.1,1953.3,59.4
2164.483040823882,male,2020-01-01,Selangor,80.69866442453922,4.422049586499519,77.3,517.6964676708037,2068.7685274672776,95.71451335660468
2202.328534209548,male,2021-01-01,Selangor,82.22718935923609,4.894949151513416,78.4,476.0173406420936,2094.5256723107195,107.8028618988281
2227.990796454236,male,2022-01-01,Selangor,82.97799895515278,4.580068587058384,79.2,457.0471949516552,2125.9472898632835,102.04350659095236
2321.942421592856,male,2023-01-01,Selangor,84.02290677299449,3.355726895425837,81.2,441.5211513421658,2244.0243752551623,77.91804633769343
227.2,both,1982-01-01,Terengganu,65.1,2.7,70.4,121.9,221.1,6.1
243.1,both,1983-01-01,Terengganu,63.7,2.5,72.2,138.7,236.9,6.2
219.3,both,1984-01-01,Terengganu,62.8,6.8,60.4,129.7,204.4,14.9
228.9,both,1985-01-01,Terengganu,64.1,7.2,60.7,128.1,212.4,16.4
241.4,both,1986-01-01,Terengganu,65.9,9.5,60.3,124.7,218.4,23.0
236.5,both,1987-01-01,Terengganu,66.9,11.7,55.8,117.1,208.9,27.6
253.6,both,1988-01-01,Terengganu,69.3,9.4,59.1,112.5,229.8,23.8
262.1,both,1989-01-01,Terengganu,68.0,12.3,57.2,123.1,229.9,32.2
244.6,both,1990-01-01,Terengganu,67.5,6.9,54.5,117.5,227.6,16.9
267.7,both,1992-01-01,Terengganu,65.1,5.5,57.2,143.3,252.9,14.8
302.1,both,1993-01-01,Terengganu,64.6,7.0,62.6,165.2,280.9,21.3
284.9,both,1995-01-01,Terengganu,62.3,5.9,58.1,172.3,268.0,16.9
308.1,both,1996-01-01,Terengganu,65.2,3.3,63.6,164.8,298.0,10.1
292.9,both,1997-01-01,Terengganu,62.1,3.6,59.2,178.5,282.3,10.6
305.6,both,1998-01-01,Terengganu,62.8,4.0,60.4,181.1,293.5,12.1
312.3,both,1999-01-01,Terengganu,63.1,3.9,60.7,182.4,300.1,12.2
315.4,both,2000-01-01,Terengganu,62.3,3.0,60.7,190.8,306.0,9.4
307.1,both,2001-01-01,Terengganu,61.2,2.7,57.4,195.1,298.6,8.4
288.9,both,2002-01-01,Terengganu,60.7,3.2,52.2,187.0,279.6,9.2
355.1,both,2003-01-01,Terengganu,61.2,2.9,62.7,225.0,344.9,10.2
347.9,both,2004-01-01,Terengganu,59.8,3.2,59.6,234.3,336.9,11.1
353.1,both,2005-01-01,Terengganu,58.5,3.1,59.0,250.4,342.0,11.1
364.6,both,2006-01-01,Terengganu,58.2,3.6,59.1,261.7,351.5,13.1
372.7,both,2007-01-01,Terengganu,57.6,2.6,59.5,274.1,363.0,9.7
388.8,both,2008-01-01,Terengganu,58.1,3.4,60.0,280.3,375.5,13.2
405.6,both,2009-01-01,Terengganu,58.8,3.8,61.0,284.7,390.3,15.3
380.6,both,2010-01-01,Terengganu,58.3,3.7,56.1,272.1,366.6,14.1
403.2,both,2011-01-01,Terengganu,60.0,3.2,57.9,269.3,390.3,12.9
401.8,both,2012-01-01,Terengganu,58.5,3.0,56.7,284.9,389.6,12.2
421.3,both,2013-01-01,Terengganu,60.0,3.4,57.9,280.4,407.0,14.4
432.8,both,2014-01-01,Terengganu,60.5,4.1,57.2,283.0,414.9,17.9
438.0,both,2015-01-01,Terengganu,59.9,4.0,56.8,293.4,420.5,17.5
447.2,both,2016-01-01,Terengganu,60.0,4.2,56.6,297.6,428.5,18.6
458.8,both,2017-01-01,Terengganu,60.2,4.5,56.5,303.9,438.3,20.6
470.3,both,2018-01-01,Terengganu,60.2,4.8,56.8,311.2,447.8,22.5
488.2,both,2019-01-01,Terengganu,61.1,3.5,59.0,310.4,471.0,17.2
455.5,both,2020-01-01,Terengganu,60.2,4.2,57.6,301.2,436.2,19.3
456.9,both,2021-01-01,Terengganu,59.4,4.1,56.9,312.8,438.2,18.6
467.1,both,2022-01-01,Terengganu,59.8,3.5,57.7,314.4,450.7,16.4
478.7,both,2023-01-01,Terengganu,60.0,3.4,57.9,319.7,462.4,16.4
80.0,female,1982-01-01,Terengganu,46.0,4.0,48.7,93.8,76.8,3.2
81.5,female,1983-01-01,Terengganu,42.7,2.7,48.4,109.5,79.3,2.2
69.4,female,1984-01-01,Terengganu,40.0,9.7,37.3,104.2,62.7,6.8
77.4,female,1985-01-01,Terengganu,43.1,10.1,40.2,102.2,69.6,7.8
86.3,female,1986-01-01,Terengganu,46.9,10.7,43.2,97.7,77.1,9.2
85.1,female,1987-01-01,Terengganu,47.9,14.3,39.7,92.6,73.0,12.1
96.3,female,1988-01-01,Terengganu,53.2,13.1,43.9,84.5,83.7,12.6
87.3,female,1989-01-01,Terengganu,46.8,16.8,37.0,99.3,72.7,14.7
87.2,female,1990-01-01,Terengganu,48.9,9.3,38.9,91.0,79.1,8.1
92.9,female,1992-01-01,Terengganu,45.6,5.1,40.7,110.9,88.1,4.7
95.1,female,1993-01-01,Terengganu,42.6,5.1,41.1,128.2,90.3,4.8
92.4,female,1995-01-01,Terengganu,40.9,7.4,37.9,133.8,85.6,6.9
108.0,female,1996-01-01,Terengganu,45.7,3.4,45.6,128.1,104.4,3.7
90.9,female,1997-01-01,Terengganu,39.6,3.7,37.6,138.6,87.6,3.3
99.8,female,1998-01-01,Terengganu,41.9,4.0,40.5,138.2,95.8,4.0
99.3,female,1999-01-01,Terengganu,42.2,4.0,39.5,136.1,95.3,4.0
103.5,female,2000-01-01,Terengganu,42.47186770539755,3.6,40.6,140.2,99.8,3.7
99.3,female,2001-01-01,Terengganu,41.0,2.9,38.0,143.1,96.4,2.8
96.6,female,2002-01-01,Terengganu,41.2,4.7,35.2,137.8,92.0,4.6
122.3,female,2003-01-01,Terengganu,43.1,3.3,44.0,161.6,118.2,4.1
121.1,female,2004-01-01,Terengganu,42.81146208748498,4.227293360293814,42.0,161.8,116.0,5.1
122.3,female,2005-01-01,Terengganu,41.7,3.4,41.7,171.1,118.1,4.2
124.4,female,2006-01-01,Terengganu,41.0,4.2,41.1,179.4,119.3,5.2
125.6,female,2007-01-01,Terengganu,40.1,3.0,40.9,187.5,121.8,3.8
132.2,female,2008-01-01,Terengganu,40.8,4.5,41.4,191.9,126.3,5.9
138.1,female,2009-01-01,Terengganu,41.4,4.7,42.2,195.9,131.7,6.4
129.3,female,2010-01-01,Terengganu,40.6,3.9,38.9,188.8,124.2,5.0
141.5,female,2011-01-01,Terengganu,43.3,3.3,41.6,185.6,136.8,4.7
138.6,female,2012-01-01,Terengganu,41.3,3.1,40.0,196.6,134.2,4.4
150.9,female,2013-01-01,Terengganu,43.9,3.3,42.4,193.0,146.0,4.9
155.2,female,2014-01-01,Terengganu,44.1,3.9,42.1,196.4,149.1,6.0
159.4,female,2015-01-01,Terengganu,44.2,3.7,42.4,201.2,153.4,5.9
159.2,female,2016-01-01,Terengganu,43.4,3.2,41.6,207.8,154.0,5.2
166.1,female,2017-01-01,Terengganu,44.6,4.5,41.9,206.2,158.6,7.5
169.1,female,2018-01-01,Terengganu,44.2,4.9,41.7,213.9,160.9,8.2
178.2,female,2019-01-01,Terengganu,45.5,3.7,43.9,213.4,171.7,6.5
157.81106577000446,female,2020-01-01,Terengganu,42.98089482382284,4.3964304149228335,41.1,209.3545468047603,150.8730120763781,6.938053693626353
154.56379745877734,female,2021-01-01,Terengganu,41.45808364664019,4.806021511771835,39.5,218.25564778179725,147.13542810349705,7.428369355280289
158.05606161033,female,2022-01-01,Terengganu,41.78067462410662,4.509846862871901,39.9,220.2433867167556,150.92797527421766,7.128086336112346
161.49937529098312,female,2023-01-01,Terengganu,42.00946295069341,4.377616908832739,40.1,222.93633025596776,154.4295513305858,7.069823960397319
147.3,male,1982-01-01,Terengganu,84.0,2.0,92.1,28.1,144.3,2.9
161.6,male,1983-01-01,Terengganu,84.7,2.5,96.0,29.1,157.6,4.0
149.9,male,1984-01-01,Terengganu,85.5,5.4,83.4,25.5,141.8,8.1
151.5,male,1985-01-01,Terengganu,85.4,5.7,80.9,25.9,142.9,8.6
155.1,male,1986-01-01,Terengganu,85.2,8.9,77.0,27.0,141.3,13.8
151.4,male,1987-01-01,Terengganu,86.1,10.2,71.4,24.4,136.0,15.4
157.4,male,1988-01-01,Terengganu,84.9,7.1,73.8,27.9,146.2,11.2
174.8,male,1989-01-01,Terengganu,88.0,10.0,76.5,23.9,157.3,17.5
157.3,male,1990-01-01,Terengganu,85.6,5.6,69.3,26.5,148.5,8.8
174.9,male,1992-01-01,Terengganu,84.4,5.8,73.1,32.3,164.8,10.1
207.0,male,1993-01-01,Terengganu,84.8,7.9,83.3,37.0,190.6,16.4
192.5,male,1995-01-01,Terengganu,83.3,5.2,77.3,38.5,182.4,10.1
200.1,male,1996-01-01,Terengganu,84.5,3.2,80.7,36.7,193.6,6.5
201.9,male,1997-01-01,Terengganu,83.5,3.6,79.8,40.0,194.7,7.3
205.8,male,1998-01-01,Terengganu,82.7,4.0,79.5,43.0,197.6,8.2
213.0,male,1999-01-01,Terengganu,82.2,3.8,80.9,46.3,204.8,8.2
211.9,male,2000-01-01,Terengganu,80.7,2.7,79.9,50.6,206.2,5.7
207.8,male,2001-01-01,Terengganu,80.0,2.7,76.0,52.0,202.2,5.6
192.2,male,2002-01-01,Terengganu,79.6,2.4,68.5,49.2,187.6,4.6
232.8,male,2003-01-01,Terengganu,78.6,2.6,80.5,63.4,226.7,6.1
226.8,male,2004-01-01,Terengganu,75.8,2.6,76.4,72.6,220.9,5.9
230.8,male,2005-01-01,Terengganu,74.4,3.0,75.4,79.3,223.9,6.9
240.2,male,2006-01-01,Terengganu,74.5,3.3,76.2,82.3,232.3,7.9
247.1,male,2007-01-01,Terengganu,74.0,2.4,77.2,86.7,241.2,5.9
256.6,male,2008-01-01,Terengganu,74.4,2.9,77.9,88.4,249.3,7.3
267.5,male,2009-01-01,Terengganu,75.1,3.3,78.9,88.8,258.6,8.9
251.3,male,2010-01-01,Terengganu,75.1,3.6,72.3,83.3,242.3,9.0
261.7,male,2011-01-01,Terengganu,75.8,3.1,73.3,83.7,253.4,8.2
263.2,male,2012-01-01,Terengganu,74.9,3.0,72.5,88.3,255.4,7.9
270.4,male,2013-01-01,Terengganu,75.6,3.5,72.7,87.4,261.0,9.4
277.6,male,2014-01-01,Terengganu,76.2,4.3,71.5,86.6,265.7,11.9
278.6,male,2015-01-01,Terengganu,75.1,4.1,70.6,92.2,267.0,11.5
288.0,male,2016-01-01,Terengganu,76.2,4.7,70.9,89.8,274.5,13.5
292.7,male,2017-01-01,Terengganu,75.0,4.5,70.5,97.6,279.6,13.1
301.2,male,2018-01-01,Terengganu,75.6,4.7,71.2,97.4,286.9,14.3
310.0,male,2019-01-01,Terengganu,76.2,3.5,73.6,96.9,299.3,10.7
297.6691241463725,male,2020-01-01,Terengganu,76.42987467290374,4.159774658483351,73.2,91.79785512096828,285.2867593540024,12.382364792370147
302.3185714739847,male,2021-01-01,Terengganu,76.17412483786956,3.7103974186986215,73.3,94.55972823401352,291.10135100176745,11.217220472217276
309.04759013431675,male,2022-01-01,Terengganu,76.64385511991358,2.9863996414254186,74.4,94.17793871048704,299.81819401071164,9.229396123605133
317.21822135253734,male,2023-01-01,Terengganu,76.6326457841014,2.928255385671766,74.5,96.72836512738424,307.9292617014495,9.28895965108786
472.6,both,1982-01-01,W.P. Kuala Lumpur,69.6,1.9,70.3,206.1,463.6,9.0
439.6,both,1983-01-01,W.P. Kuala Lumpur,70.6,2.0,63.9,182.9,430.7,8.9
504.5,both,1984-01-01,W.P. Kuala Lumpur,66.5,3.8,70.5,253.7,485.4,19.2
509.7,both,1985-01-01,W.P. Kuala Lumpur,67.3,3.5,69.8,247.3,491.7,18.0
481.3,both,1986-01-01,W.P. Kuala Lumpur,66.4,5.5,63.0,243.5,455.0,26.3
485.5,both,1987-01-01,W.P. Kuala Lumpur,67.0,5.7,61.9,239.6,457.9,27.6
498.7,both,1988-01-01,W.P. Kuala Lumpur,67.3,5.9,61.9,242.2,469.6,29.2
524.3,both,1989-01-01,W.P. Kuala Lumpur,66.6,3.7,65.0,263.1,504.7,19.6
503.9,both,1990-01-01,W.P. Kuala Lumpur,67.1,2.6,61.9,247.2,490.7,13.2
569.6,both,1992-01-01,W.P. Kuala Lumpur,67.6,2.4,65.8,273.3,555.8,13.7
598.6,both,1993-01-01,W.P. Kuala Lumpur,70.0,3.0,67.6,256.3,580.5,18.1
598.4,both,1995-01-01,W.P. Kuala Lumpur,66.5,1.7,65.9,301.2,588.4,10.1
710.8,both,1996-01-01,W.P. Kuala Lumpur,68.7,1.8,76.6,323.2,697.8,13.0
700.7,both,1997-01-01,W.P. Kuala Lumpur,68.6,1.4,74.5,321.0,691.0,9.7
685.6,both,1998-01-01,W.P. Kuala Lumpur,64.8,2.5,70.8,371.9,668.3,17.2
710.4,both,1999-01-01,W.P. Kuala Lumpur,66.1,2.9,71.8,363.6,689.7,20.7
680.4,both,2000-01-01,W.P. Kuala Lumpur,64.9,2.6,68.0,368.3,662.8,17.6
723.2,both,2001-01-01,W.P. Kuala Lumpur,65.6,2.7,71.0,378.5,703.7,19.5
816.9,both,2002-01-01,W.P. Kuala Lumpur,66.2,2.8,78.4,417.4,794.1,22.7
740.3,both,2003-01-01,W.P. Kuala Lumpur,65.9,3.4,69.0,383.9,715.1,25.2
691.6,both,2004-01-01,W.P. Kuala Lumpur,68.0,2.9,63.2,325.1,671.7,19.9
691.4,both,2005-01-01,W.P. Kuala Lumpur,67.2,2.3,61.9,336.8,675.2,16.1
696.1,both,2006-01-01,W.P. Kuala Lumpur,67.0,2.8,60.5,342.6,676.6,19.5
702.4,both,2007-01-01,W.P. Kuala Lumpur,67.1,2.9,59.4,344.8,682.1,20.3
701.0,both,2008-01-01,W.P. Kuala Lumpur,66.4,2.7,58.0,354.0,682.2,18.8
698.3,both,2009-01-01,W.P. Kuala Lumpur,65.6,2.9,56.3,366.6,678.1,20.2
812.9,both,2010-01-01,W.P. Kuala Lumpur,66.2,3.1,64.1,414.3,788.0,24.9
837.6,both,2011-01-01,W.P. Kuala Lumpur,67.4,3.0,65.3,405.4,812.5,25.1
842.9,both,2012-01-01,W.P. Kuala Lumpur,67.6,2.7,65.6,404.2,820.4,22.5
907.3,both,2013-01-01,W.P. Kuala Lumpur,72.0,3.3,69.4,353.2,877.8,29.5
877.0,both,2014-01-01,W.P. Kuala Lumpur,69.8,2.9,67.1,379.3,852.0,25.0
882.6,both,2015-01-01,W.P. Kuala Lumpur,70.5,3.3,65.6,369.6,853.4,29.1
855.4,both,2016-01-01,W.P. Kuala Lumpur,68.1,3.3,63.3,400.7,827.2,28.2
871.4,both,2017-01-01,W.P. Kuala Lumpur,68.7,3.1,64.5,396.9,844.3,27.1
844.9,both,2018-01-01,W.P. Kuala Lumpur,68.1,2.4,63.2,396.6,824.4,20.5
863.4,both,2019-01-01,W.P. Kuala Lumpur,70.0,2.6,64.9,369.6,841.0,22.4
1049.5,both,2020-01-01,W.P. Kuala Lumpur,72.0,4.1,69.1,408.3,1006.4,43.1
1040.7,both,2021-01-01,W.P. Kuala Lumpur,71.5,4.6,68.5,414.0,992.5,48.3
1060.3,both,2022-01-01,W.P. Kuala Lumpur,72.7,3.8,70.0,397.3,1019.7,40.5
1111.7,both,2023-01-01,W.P. Kuala Lumpur,74.2,3.0,71.6,387.2,1077.9,33.9
161.3,female,1982-01-01,W.P. Kuala Lumpur,49.5,2.4,49.4,164.4,157.4,3.9
153.4,female,1983-01-01,W.P. Kuala Lumpur,50.8,2.4,45.8,148.6,149.8,3.7
170.9,female,1984-01-01,W.P. Kuala Lumpur,47.0,4.4,48.7,192.6,163.5,7.4
172.1,female,1985-01-01,W.P. Kuala Lumpur,47.7,3.9,47.9,188.4,165.4,6.6
166.5,female,1986-01-01,W.P. Kuala Lumpur,47.2,5.1,44.3,186.0,158.0,8.5
176.5,female,1987-01-01,W.P. Kuala Lumpur,49.4,4.7,45.8,180.9,168.2,8.2
182.6,female,1988-01-01,W.P. Kuala Lumpur,49.8,4.7,46.0,184.1,173.9,8.6
184.7,female,1989-01-01,W.P. Kuala Lumpur,47.7,2.9,46.1,202.3,179.3,5.4
181.5,female,1990-01-01,W.P. Kuala Lumpur,49.5,2.8,44.3,184.9,176.3,5.2
207.9,female,1992-01-01,W.P. Kuala Lumpur,50.4,2.5,49.5,204.8,202.8,5.1
210.5,female,1993-01-01,W.P. Kuala Lumpur,52.8,3.6,48.6,187.9,202.9,7.6
217.3,female,1995-01-01,W.P. Kuala Lumpur,49.4,1.9,49.0,223.0,213.2,4.1
271.5,female,1996-01-01,W.P. Kuala Lumpur,54.1,1.8,60.0,230.2,266.7,4.8
275.4,female,1997-01-01,W.P. Kuala Lumpur,54.1,1.7,59.6,234.1,270.8,4.6
251.8,female,1998-01-01,W.P. Kuala Lumpur,48.4,2.7,52.9,268.2,245.1,6.8
261.7,female,1999-01-01,W.P. Kuala Lumpur,50.7,2.9,53.8,254.1,254.1,7.6
246.4,female,2000-01-01,W.P. Kuala Lumpur,48.7,2.5,50.1,259.4,240.2,6.2
272.8,female,2001-01-01,W.P. Kuala Lumpur,50.7,2.6,54.5,265.0,265.6,7.2
313.1,female,2002-01-01,W.P. Kuala Lumpur,52.6,3.1,61.1,282.5,303.5,9.6
286.8,female,2003-01-01,W.P. Kuala Lumpur,51.1,3.9,54.2,274.1,275.7,11.1
276.4,female,2004-01-01,W.P. Kuala Lumpur,55.0,3.0,51.5,226.0,268.1,8.3
273.5,female,2005-01-01,W.P. Kuala Lumpur,53.8,2.2,50.1,234.9,267.6,5.9
273.7,female,2006-01-01,W.P. Kuala Lumpur,53.2,2.8,48.5,241.3,265.9,7.8
272.7,female,2007-01-01,W.P. Kuala Lumpur,52.6,2.8,47.2,245.9,265.0,7.7
274.6,female,2008-01-01,W.P. Kuala Lumpur,52.5,2.3,46.6,248.5,268.2,6.4
268.6,female,2009-01-01,W.P. Kuala Lumpur,50.9,2.7,44.4,259.2,261.4,7.2
325.3,female,2010-01-01,W.P. Kuala Lumpur,54.3,3.0,52.5,274.2,315.6,9.7
342.2,female,2011-01-01,W.P. Kuala Lumpur,56.3,3.0,54.5,265.8,331.9,10.3
337.7,female,2012-01-01,W.P. Kuala Lumpur,55.2,2.6,53.5,274.4,328.8,8.9
382.0,female,2013-01-01,W.P. Kuala Lumpur,61.8,3.7,59.3,236.1,367.9,14.1
363.9,female,2014-01-01,W.P. Kuala Lumpur,59.0,3.0,56.4,253.0,352.8,11.1
364.3,female,2015-01-01,W.P. Kuala Lumpur,59.2,3.6,55.3,251.3,351.1,13.2
352.0,female,2016-01-01,W.P. Kuala Lumpur,57.0,3.6,53.3,265.7,339.3,12.6
350.8,female,2017-01-01,W.P. Kuala Lumpur,57.2,3.5,53.0,262.8,338.7,12.1
