lf,sex,date,state,p_rate,u_rate,ep_ratio,lf_outside,lf_employed,lf_unemployed
482.7,male,2018-01-01,Pahang,81.3,2.2,77.6,111.1,472.0,10.7
489.2,male,2019-01-01,Pahang,81.4,2.6,78.3,111.7,476.5,12.7
466.012553321208,male,2020-01-01,Pahang,80.99913107943053,2.7410192316758573,78.8,109.31775838821028,453.23905961265,12.773493708558018
460.607935149831,male,2021-01-01,Pahang,79.29979736983749,2.90385924785653,77.0,120.23583800844452,447.2325290286216,13.375406121209377
469.0597831246852,male,2022-01-01,Pahang,79.58483160939473,1.9649244922515088,78.0,120.32361273000208,459.8431125627664,9.21667056191875
491.1998419750719,male,2023-01-01,Pahang,80.19315917265945,1.6415013819827702,79.0,121.32103517044212,483.1367897807539,8.063052194317988
638.6,both,1982-01-01,Perak,63.9,5.4,57.3,360.1,604.0,34.6
704.9,both,1983-01-01,Perak,66.2,5.1,62.3,359.8,669.2,35.7
697.2,both,1984-01-01,Perak,64.9,5.4,60.4,377.0,659.6,37.7
713.1,both,1985-01-01,Perak,64.6,6.1,60.8,390.9,669.6,43.5
734.2,both,1986-01-01,Perak,65.3,8.7,60.2,390.8,669.9,64.2
728.8,both,1987-01-01,Perak,65.6,8.0,59.9,383.0,670.5,58.3
715.0,both,1988-01-01,Perak,64.2,8.1,58.5,399.2,656.7,58.3
726.5,both,1989-01-01,Perak,63.1,5.5,60.8,425.2,686.7,39.7
706.8,both,1990-01-01,Perak,63.6,4.1,59.6,403.7,678.2,28.6
719.7,both,1992-01-01,Perak,62.1,3.7,59.5,439.5,692.9,26.8
699.6,both,1993-01-01,Perak,61.8,4.3,56.7,432.9,669.8,29.8
659.9,both,1995-01-01,Perak,58.2,3.9,52.5,474.1,634.3,25.6
746.9,both,1996-01-01,Perak,62.8,3.2,59.3,443.3,723.0,23.8
760.6,both,1997-01-01,Perak,60.8,2.2,60.5,490.8,744.2,16.4
712.7,both,1998-01-01,Perak,60.6,3.9,55.3,463.0,685.0,27.8
715.4,both,1999-01-01,Perak,59.8,4.3,54.9,481.4,684.5,30.9
771.3,both,2000-01-01,Perak,61.5,3.5,59.2,481.8,744.1,27.2
761.3,both,2001-01-01,Perak,59.7,4.0,56.8,513.5,730.7,30.6
820.6,both,2002-01-01,Perak,58.7,3.9,59.9,577.1,788.3,32.3
771.4,both,2003-01-01,Perak,59.5,4.8,54.6,524.8,734.6,36.8
818.3,both,2004-01-01,Perak,59.6,3.3,57.5,554.0,791.0,27.3
828.8,both,2005-01-01,Perak,59.1,3.3,57.1,573.9,801.2,27.6
845.5,both,2006-01-01,Perak,59.2,3.5,57.0,583.1,815.9,29.6
877.9,both,2007-01-01,Perak,60.3,2.9,58.3,579.0,852.2,25.7
892.6,both,2008-01-01,Perak,60.2,3.8,57.6,589.0,858.9,33.6
923.7,both,2009-01-01,Perak,61.3,3.5,58.6,583.4,891.6,32.2
906.0,both,2010-01-01,Perak,58.5,3.0,56.7,642.3,878.7,27.3
944.6,both,2011-01-01,Perak,59.9,2.6,58.3,631.2,919.7,24.9
955.4,both,2012-01-01,Perak,59.6,3.0,57.8,647.1,927.1,28.3
985.2,both,2013-01-01,Perak,60.5,3.8,58.1,642.6,947.8,37.3
987.2,both,2014-01-01,Perak,60.2,3.4,58.0,653.3,954.1,33.1
1014.3,both,2015-01-01,Perak,61.4,3.2,59.1,636.8,981.8,32.5
1023.1,both,2016-01-01,Perak,61.7,3.4,58.9,635.5,988.2,34.8
1052.4,both,2017-01-01,Perak,63.0,3.7,59.8,617.0,1013.3,39.1
1069.8,both,2018-01-01,Perak,63.3,3.3,60.7,621.2,1034.8,35.0
1080.3,both,2019-01-01,Perak,63.6,3.4,60.9,618.3,1043.7,36.7
1090.8,both,2020-01-01,Perak,64.3,4.5,61.5,605.5,1042.1,48.7
1109.6,both,2021-01-01,Perak,64.9,4.7,61.9,600.7,1056.9,52.7
1119.1,both,2022-01-01,Perak,65.4,4.4,62.6,592.6,1070.2,48.9
1148.8,both,2023-01-01,Perak,66.0,3.9,63.5,592.7,1104.2,44.5
232.1,female,1982-01-01,Perak,44.8,6.2,40.3,286.3,217.6,14.5
261.0,female,1983-01-01,Perak,48.3,5.4,44.9,279.8,246.8,14.1
255.2,female,1984-01-01,Perak,46.1,6.1,42.9,297.9,239.7,15.5
262.4,female,1985-01-01,Perak,46.0,6.2,43.7,307.6,246.2,16.2
270.9,female,1986-01-01,Perak,46.9,8.2,43.8,306.2,248.8,22.1
271.3,female,1987-01-01,Perak,47.5,6.9,44.2,299.7,252.6,18.8
260.7,female,1988-01-01,Perak,45.4,8.2,41.8,313.7,239.3,21.4
266.1,female,1989-01-01,Perak,44.9,5.4,43.8,327.1,252.6,13.5
265.3,female,1990-01-01,Perak,45.8,4.3,43.8,314.0,253.9,11.4
269.4,female,1992-01-01,Perak,44.5,3.3,44.0,336.7,260.6,8.8
244.4,female,1993-01-01,Perak,41.7,4.2,39.1,341.2,234.1,10.2
223.2,female,1995-01-01,Perak,37.7,4.7,34.9,369.4,212.8,10.4
269.3,female,1996-01-01,Perak,44.1,3.3,42.4,342.0,260.4,8.9
265.9,female,1997-01-01,Perak,41.3,2.6,41.8,378.3,258.9,7.0
251.3,female,1998-01-01,Perak,41.9,4.0,38.8,349.0,241.3,10.1
237.8,female,1999-01-01,Perak,39.5,3.4,36.7,364.9,229.8,8.0
269.5,female,2000-01-01,Perak,42.8,4.2,41.0,360.2,258.3,11.2
262.6,female,2001-01-01,Perak,41.2,4.6,39.0,374.0,250.6,12.0
284.0,female,2002-01-01,Perak,40.3,4.4,41.4,420.8,271.5,12.5
263.5,female,2003-01-01,Perak,40.4,5.0,37.5,388.4,250.5,13.0
288.2,female,2004-01-01,Perak,42.1,4.2,40.6,396.5,276.2,12.1
292.2,female,2005-01-01,Perak,41.8,3.9,40.6,407.3,280.9,11.3
293.2,female,2006-01-01,Perak,41.2,4.0,40.0,419.0,281.3,11.8
315.3,female,2007-01-01,Perak,43.4,3.6,42.4,410.9,304.0,11.3
320.3,female,2008-01-01,Perak,43.4,4.7,41.7,418.1,305.2,15.1
338.8,female,2009-01-01,Perak,45.2,4.5,43.4,410.9,323.5,15.3
304.3,female,2010-01-01,Perak,40.2,3.6,38.6,453.1,293.3,11.1
329.9,female,2011-01-01,Perak,42.8,3.9,41.0,440.8,317.2,12.8
334.3,female,2012-01-01,Perak,42.6,3.7,41.0,450.9,321.9,12.4
341.3,female,2013-01-01,Perak,43.0,4.5,40.9,453.0,326.0,15.2
354.7,female,2014-01-01,Perak,44.1,3.8,42.4,449.2,341.4,13.3
370.6,female,2015-01-01,Perak,45.9,3.5,44.1,437.3,357.6,13.0
379.5,female,2016-01-01,Perak,46.7,4.6,44.1,432.8,362.1,17.4
401.2,female,2017-01-01,Perak,49.4,4.4,46.3,410.3,383.7,17.5
413.5,female,2018-01-01,Perak,50.0,4.2,47.4,414.0,396.2,17.3
407.4,female,2019-01-01,Perak,49.1,4.6,46.3,422.8,388.6,18.8
399.5972578905272,female,2020-01-01,Perak,50.004107930192966,5.348162732963646,47.4,399.5316025790473,378.2261462620813,21.371111628445803
402.5071949090421,female,2021-01-01,Perak,49.94861608192387,5.677780055998388,47.2,403.33534184686056,379.6537216725379,22.853473236504147
407.4243321710978,female,2022-01-01,Perak,50.36049034683736,5.315519370558172,47.7,401.5914843253833,385.7676128741758,21.65671929692197
411.6314268136616,female,2023-01-01,Perak,50.37325023942672,4.693749228579515,48.0,405.53130312168247,392.31047989300447,19.32094692065709
406.5,male,1982-01-01,Perak,84.6,5.0,75.2,73.8,386.4,20.1
443.9,male,1983-01-01,Perak,84.7,4.9,80.6,80.0,422.4,21.6
442.0,male,1984-01-01,Perak,84.8,5.0,78.7,79.1,419.9,22.1
450.7,male,1985-01-01,Perak,84.4,6.1,78.6,83.3,423.4,27.3
463.3,male,1986-01-01,Perak,84.6,9.1,77.3,84.6,421.1,42.2
457.4,male,1987-01-01,Perak,84.6,8.6,76.2,83.2,417.9,39.5
454.3,male,1988-01-01,Perak,84.2,8.1,75.8,85.5,417.4,36.8
460.4,male,1989-01-01,Perak,82.4,5.7,78.3,98.1,434.1,26.2
441.5,male,1990-01-01,Perak,83.1,3.9,76.0,89.7,424.3,17.2
450.2,male,1992-01-01,Perak,81.4,4.0,75.5,102.9,432.3,18.0
455.2,male,1993-01-01,Perak,83.2,4.3,74.7,91.8,435.6,19.6
436.7,male,1995-01-01,Perak,80.7,3.5,70.4,104.7,421.5,15.2
477.6,male,1996-01-01,Perak,82.5,3.1,76.5,101.3,462.7,14.9
494.6,male,1997-01-01,Perak,81.5,1.9,79.4,112.5,485.3,9.4
461.4,male,1998-01-01,Perak,80.2,3.8,72.0,114.0,443.7,17.7
477.6,male,1999-01-01,Perak,80.4,4.8,73.1,116.5,454.7,22.9
501.8,male,2000-01-01,Perak,80.5,3.2,77.6,121.6,485.8,16.0
498.7,male,2001-01-01,Perak,78.1,3.7,74.5,139.5,480.1,18.6
536.6,male,2002-01-01,Perak,77.4,3.7,78.1,156.3,516.8,19.8
507.9,male,2003-01-01,Perak,78.8,4.7,71.4,136.4,484.2,23.7
530.1,male,2004-01-01,Perak,77.1,2.9,74.0,157.5,514.8,15.2
536.6,male,2005-01-01,Perak,76.3,3.0,73.1,166.5,520.3,16.3
552.3,male,2006-01-01,Perak,77.1,3.2,73.4,164.1,534.5,17.8
562.6,male,2007-01-01,Perak,77.0,2.6,73.6,168.2,548.2,14.4
572.3,male,2008-01-01,Perak,77.0,3.3,72.8,170.8,553.7,18.6
584.9,male,2009-01-01,Perak,77.2,2.9,73.2,172.5,568.0,16.9
601.7,male,2010-01-01,Perak,76.1,2.7,73.9,189.1,585.4,16.2
614.7,male,2011-01-01,Perak,76.4,2.0,74.8,190.4,602.6,12.1
621.1,male,2012-01-01,Perak,76.0,2.6,74.0,196.2,605.2,15.8
643.9,male,2013-01-01,Perak,77.3,3.4,74.6,189.6,621.8,22.1
632.6,male,2014-01-01,Perak,75.6,3.1,72.9,204.1,612.8,19.8
643.7,male,2015-01-01,Perak,76.3,3.0,73.5,199.6,624.2,19.5
643.6,male,2016-01-01,Perak,76.1,2.7,73.0,202.7,626.1,17.4
651.2,male,2017-01-01,Perak,75.9,3.3,72.8,206.7,629.7,21.6
656.2,male,2018-01-01,Perak,76.0,2.7,73.4,207.1,638.6,17.7
672.9,male,2019-01-01,Perak,77.5,2.7,75.1,195.6,655.1,17.9
691.2031636244886,male,2020-01-01,Perak,77.04243990014608,3.949041004301725,74.1,205.9687905871771,663.9072672699268,27.295896354561805
707.0652689982721,male,2021-01-01,Perak,78.17827246896785,4.217667366262179,75.0,197.3615578786396,677.2436078895581,29.82166110871402
711.6798843840959,male,2022-01-01,Perak,78.83999219760494,3.83033447245854,75.9,191.00904866442323,684.4201644389788,27.25971994511711
737.1351396065444,male,2023-01-01,Perak,79.74714822075232,3.418360170546227,77.1,187.20529895815685,711.937205591134,25.197934015410443
58.1,both,1982-01-01,Perlis,60.6,4.1,59.6,37.8,55.7,2.4
66.0,both,1983-01-01,Perlis,59.1,3.2,67.3,45.7,63.8,2.1
64.8,both,1984-01-01,Perlis,61.8,4.6,63.6,40.0,61.8,3.0
65.5,both,1985-01-01,Perlis,66.0,7.6,61.3,33.8,60.5,4.9
62.6,both,1986-01-01,Perlis,62.6,8.0,57.2,37.3,57.6,5.0
64.9,both,1987-01-01,Perlis,61.1,6.6,59.0,41.2,60.6,4.3
70.9,both,1988-01-01,Perlis,58.7,7.6,62.9,49.9,65.5,5.4
70.9,both,1989-01-01,Perlis,60.6,6.4,62.5,46.1,66.3,4.5
59.7,both,1990-01-01,Perlis,58.6,4.3,52.2,42.2,57.1,2.5
68.8,both,1992-01-01,Perlis,61.3,2.7,59.3,43.5,66.9,1.9
71.7,both,1993-01-01,Perlis,58.8,1.4,62.1,50.2,70.7,1.0
71.8,both,1995-01-01,Perlis,58.9,1.4,61.2,50.1,70.8,1.0
71.5,both,1996-01-01,Perlis,60.2,2.0,60.1,47.4,70.1,1.4
71.8,both,1997-01-01,Perlis,59.7,2.3,59.7,48.4,70.1,1.7
74.2,both,1998-01-01,Perlis,58.0,4.3,59.7,53.7,71.0,3.2
81.2,both,1999-01-01,Perlis,59.9,3.4,65.3,54.5,78.5,2.7
77.0,both,2000-01-01,Perlis,60.8,2.9,61.5,49.6,74.8,2.2
85.9,both,2001-01-01,Perlis,58.8,3.5,66.7,60.2,82.9,3.0
58.8,both,2002-01-01,Perlis,58.0,3.1,44.9,42.6,57.0,1.8
80.1,both,2003-01-01,Perlis,58.9,4.4,59.1,55.9,76.6,3.5
76.3,both,2004-01-01,Perlis,57.3,3.272251308900524,55.7,56.8,73.8,2.5
76.2,both,2005-01-01,Perlis,56.1,2.9,54.7,59.6,74.0,2.2
77.0,both,2006-01-01,Perlis,55.4,3.2,53.7,61.9,74.5,2.4
82.5,both,2007-01-01,Perlis,58.1,3.0,55.9,59.4,80.0,2.5
84.0,both,2008-01-01,Perlis,58.0,2.9,55.3,60.8,81.5,2.5
84.3,both,2009-01-01,Perlis,57.2,3.3,53.5,63.0,81.5,2.8
83.6,both,2010-01-01,Perlis,53.5,3.3,51.6,72.6,80.9,2.8
86.8,both,2011-01-01,Perlis,54.8,4.0,52.5,71.7,83.3,3.4
90.6,both,2012-01-01,Perlis,56.6,3.9,54.4,69.4,87.1,3.5
97.9,both,2013-01-01,Perlis,60.4,3.7,58.1,64.1,94.3,3.6
98.5,both,2014-01-01,Perlis,60.0,3.3,57.9,65.6,95.2,3.3
101.1,both,2015-01-01,Perlis,61.0,2.9,59.0,64.7,98.2,3.0
103.1,both,2016-01-01,Perlis,61.6,2.9,59.6,64.4,100.1,3.0
101.9,both,2017-01-01,Perlis,59.9,3.4,58.4,68.1,98.4,3.5
107.6,both,2018-01-01,Perlis,62.7,3.4,61.4,64.1,104.0,3.6
112.2,both,2019-01-01,Perlis,64.7,3.3,64.2,61.3,108.5,3.7
121.7,both,2020-01-01,Perlis,59.6,4.3,57.0,82.6,116.4,5.3
122.7,both,2021-01-01,Perlis,59.6,4.4,56.6,83.3,117.4,5.4
126.0,both,2022-01-01,Perlis,60.3,4.3,57.7,82.9,120.6,5.5
130.6,both,2023-01-01,Perlis,61.7,4.4,58.9,81.2,124.9,5.7
18.8,female,1982-01-01,Perlis,38.3,7.4,36.9,30.2,17.4,1.4
17.7,female,1983-01-01,Perlis,32.5,4.9,35.2,36.8,16.8,0.9
20.3,female,1984-01-01,Perlis,37.6,9.6,37.3,33.6,18.3,1.9
20.8,female,1985-01-01,Perlis,42.9,15.4,35.3,27.6,17.6,3.2
20.5,female,1986-01-01,Perlis,40.3,13.4,35.2,30.5,17.8,2.7
18.8,female,1987-01-01,Perlis,35.8,8.1,33.5,33.8,17.3,1.5
19.7,female,1988-01-01,Perlis,31.5,11.1,33.6,42.8,17.5,2.2
21.3,female,1989-01-01,Perlis,36.9,8.3,37.0,36.4,19.6,1.8
17.3,female,1990-01-01,Perlis,34.1,4.4,30.3,33.3,16.5,0.8
21.0,female,1992-01-01,Perlis,36.5,3.3,35.7,36.4,20.3,0.7
20.1,female,1993-01-01,Perlis,32.0,1.5,34.6,42.7,19.8,0.3
20.9,female,1995-01-01,Perlis,33.9,2.0,35.0,40.9,20.5,0.4
22.1,female,1996-01-01,Perlis,36.8,2.5,36.6,38.0,21.6,0.6
23.1,female,1997-01-01,Perlis,38.2,3.4,37.3,37.4,22.3,0.8
22.5,female,1998-01-01,Perlis,35.0,6.0,34.8,41.6,21.1,1.3
28.6,female,1999-01-01,Perlis,40.6,3.4,45.0,41.9,27.7,1.0
26.8,female,2000-01-01,Perlis,40.9,3.5,41.3,38.7,25.8,0.9
28.8,female,2001-01-01,Perlis,38.3,5.1,42.9,46.5,27.3,1.5
19.3,female,2002-01-01,Perlis,37.0,4.0,28.4,32.8,18.5,0.8
27.3,female,2003-01-01,Perlis,39.1,5.6,38.9,42.5,25.8,1.5
27.2,female,2004-01-01,Perlis,39.3,3.8,38.9,42.1,26.2,1.0
27.4,female,2005-01-01,Perlis,38.7,2.6,38.7,43.4,26.7,0.7
26.4,female,2006-01-01,Perlis,36.4,3.5,36.1,46.2,25.5,0.9
30.5,female,2007-01-01,Perlis,41.3,4.0,40.2,43.4,29.3,1.2
31.7,female,2008-01-01,Perlis,42.0,3.0,40.7,43.7,30.7,1.0
30.4,female,2009-01-01,Perlis,39.6,3.8,37.5,46.3,29.2,1.1
27.9,female,2010-01-01,Perlis,34.8,2.9,33.7,52.2,27.1,0.8
29.0,female,2011-01-01,Perlis,35.9,4.4,34.2,51.8,27.7,1.3
31.9,female,2012-01-01,Perlis,39.3,3.4,38.0,49.2,30.8,1.1
35.9,female,2013-01-01,Perlis,44.0,3.7,42.4,45.7,34.6,1.3
35.9,female,2014-01-01,Perlis,43.7,3.7,41.7,46.3,34.5,1.3
36.8,female,2015-01-01,Perlis,44.5,2.7,42.8,45.9,35.8,1.0
38.7,female,2016-01-01,Perlis,46.3,3.5,44.2,44.9,37.3,1.4
38.4,female,2017-01-01,Perlis,44.7,4.6,43.1,47.5,36.6,1.8
40.6,female,2018-01-01,Perlis,47.1,4.7,45.5,45.7,38.7,1.9
44.7,female,2019-01-01,Perlis,51.4,4.4,50.4,42.3,42.8,1.9
48.73300562743868,female,2020-01-01,Perlis,47.77245901776391,4.956435427806953,45.4,53.27766459851221,46.31758567148516,2.415419955953527
48.43347420556059,female,2021-01-01,Perlis,46.64905011111205,5.941162144663463,43.9,55.391735718753566,45.55596297071448,2.877511234846109
49.15504068126968,female,2022-01-01,Perlis,46.67926631563145,6.163825900953186,44.2,56.14875811646157,46.12520955213351,3.029831129136176
50.267205910499904,female,2023-01-01,Perlis,47.33252512011559,6.244109551965285,44.5,55.9329297952056,47.12846650473632,3.138739405763583
39.3,male,1982-01-01,Perlis,83.8,2.6,83.1,7.6,38.3,1.0
48.3,male,1983-01-01,Perlis,84.3,2.6,99.8,9.0,47.0,1.3
44.5,male,1984-01-01,Perlis,87.42632612966601,2.3,90.2,6.4,43.5,1.0
44.7,male,1985-01-01,Perlis,87.9,3.9,87.6,6.1,43.0,1.7
42.1,male,1986-01-01,Perlis,86.0,5.4,79.6,6.9,39.8,2.3
46.0,male,1987-01-01,Perlis,86.0,6.0,85.1,7.5,43.3,2.8
51.2,male,1988-01-01,Perlis,87.7,6.2,92.1,7.1,48.0,3.2
49.5,male,1989-01-01,Perlis,83.7,5.6,88.0,9.7,46.8,2.8
42.4,male,1990-01-01,Perlis,82.6,4.2,74.0,8.9,40.6,1.8
47.8,male,1992-01-01,Perlis,87.06739526411657,2.5,83.2,7.1,46.6,1.2
51.6,male,1993-01-01,Perlis,87.30964467005076,1.4,90.4,7.5,50.9,0.7
50.9,male,1995-01-01,Perlis,84.6,1.2,88.1,9.3,50.3,0.6
49.4,male,1996-01-01,Perlis,84.01360544217688,1.8,84.3,9.4,48.5,0.9
48.7,male,1997-01-01,Perlis,81.5,1.9,82.7,11.1,47.8,0.9
51.7,male,1998-01-01,Perlis,81.1,3.6,85.4,12.1,49.9,1.9
52.6,male,1999-01-01,Perlis,80.7,3.3,86.7,12.6,50.8,1.8
50.2,male,2000-01-01,Perlis,82.2,2.5,82.5,10.9,48.9,1.3
57.1,male,2001-01-01,Perlis,80.8,2.7,91.6,13.6,55.5,1.6
39.5,male,2002-01-01,Perlis,80.1,2.6,62.1,9.8,38.5,1.0
52.8,male,2003-01-01,Perlis,79.7,3.7,80.3,13.4,50.8,2.0
49.1,male,2004-01-01,Perlis,76.9,3.0,73.3,14.7,47.6,1.5
48.8,male,2005-01-01,Perlis,75.1,3.0,71.3,16.1,47.3,1.5
50.6,male,2006-01-01,Perlis,76.2,3.0,72.0,15.8,49.0,1.5
52.0,male,2007-01-01,Perlis,76.5,2.4,72.4,16.0,50.7,1.2
52.3,male,2008-01-01,Perlis,75.4,2.9,70.5,17.1,50.8,1.5
53.9,male,2009-01-01,Perlis,76.3,3.1,70.2,16.7,52.3,1.7
55.7,male,2010-01-01,Perlis,73.2,3.5,70.5,20.4,53.8,1.9
57.8,male,2011-01-01,Perlis,74.4,3.7,71.5,19.8,55.6,2.2
58.8,male,2012-01-01,Perlis,74.4,4.1,71.1,20.2,56.4,2.4
62.1,male,2013-01-01,Perlis,77.2,3.7,74.1,18.4,59.8,2.3
62.6,male,2014-01-01,Perlis,76.5,3.1,74.5,19.3,60.7,1.9
64.3,male,2015-01-01,Perlis,77.3,3.1,75.2,18.9,62.3,2.0
64.5,male,2016-01-01,Perlis,76.8,2.6,75.1,19.5,62.8,1.7
63.5,male,2017-01-01,Perlis,75.5,2.7,73.8,20.7,61.8,1.7
67.0,male,2018-01-01,Perlis,78.4,2.6,77.7,18.4,65.3,1.7
67.5,male,2019-01-01,Perlis,78.0,2.6,78.2,19.0,65.8,1.7
72.9197406206648,male,2020-01-01,Perlis,71.34404935206912,3.9072620445945407,68.6,29.288840589549302,70.07057527237677,2.849165348288023
74.28667901811095,male,2021-01-01,Perlis,72.69628111136093,3.352642343700208,69.3,27.90105037111839,71.7961123616211,2.490566656489845
76.86990317366336,male,2022-01-01,Perlis,74.21561705789738,3.171555451757334,71.3,26.70654908933582,74.43193156879846,2.437971604864904
80.3755892333293,male,2023-01-01,Perlis,76.10692878298326,3.2275038791959423,73.4,25.23317795594725,77.781463972897,2.594125260432299
396.0,both,1982-01-01,Pulau Pinang,64.0,3.5,62.1,222.5,382.3,13.7
421.0,both,1983-01-01,Pulau Pinang,64.3,3.8,64.4,233.7,404.8,16.1
397.9,both,1984-01-01,Pulau Pinang,61.8,3.6,59.7,245.8,383.7,14.2
408.5,both,1985-01-01,Pulau Pinang,61.3,5.0,59.2,258.4,388.1,20.4
427.2,both,1986-01-01,Pulau Pinang,62.6,8.4,58.4,255.3,391.4,35.8
432.8,both,1987-01-01,Pulau Pinang,61.7,6.5,59.2,268.3,404.8,28.0
427.8,both,1988-01-01,Pulau Pinang,62.1,6.7,57.3,260.6,398.9,28.9
453.9,both,1989-01-01,Pulau Pinang,64.3,3.9,61.5,252.3,436.3,17.6
470.3,both,1990-01-01,Pulau Pinang,66.2,2.8,63.2,239.9,457.2,13.1
521.4,both,1992-01-01,Pulau Pinang,64.0,1.7,68.4,293.6,512.6,8.8
543.1,both,1993-01-01,Pulau Pinang,65.0,2.2,69.4,292.5,531.0,12.1
492.7,both,1995-01-01,Pulau Pinang,63.1,1.4,60.7,287.9,485.8,6.9
452.4,both,1996-01-01,Pulau Pinang,60.6,0.7,54.9,294.3,449.4,3.0
558.0,both,1997-01-01,Pulau Pinang,68.2,1.1,66.0,259.8,552.0,6.0
599.3,both,1998-01-01,Pulau Pinang,68.3,2.3,68.5,278.8,585.2,14.1
617.5,both,1999-01-01,Pulau Pinang,69.3,2.4,69.1,274.0,602.9,14.5
682.3,both,2000-01-01,Pulau Pinang,70.8,1.9,75.4,280.9,669.2,13.1
733.3,both,2001-01-01,Pulau Pinang,71.3,2.5,78.8,295.5,714.9,18.3
657.2,both,2002-01-01,Pulau Pinang,68.4,2.2,69.3,303.1,643.1,14.2
686.3,both,2003-01-01,Pulau Pinang,66.7,1.7,71.0,342.3,674.4,12.0
636.7,both,2004-01-01,Pulau Pinang,66.1,1.8,64.3,326.8,625.0,11.7
634.9,both,2005-01-01,Pulau Pinang,64.8,2.1,62.5,345.3,621.5,13.4
658.9,both,2006-01-01,Pulau Pinang,66.0,1.7,63.6,339.4,647.7,11.2
667.6,both,2007-01-01,Pulau Pinang,65.7,2.1,62.7,348.6,653.5,14.0
688.4,both,2008-01-01,Pulau Pinang,66.7,2.0,63.3,343.2,674.9,13.4
707.1,both,2009-01-01,Pulau Pinang,67.3,2.5,63.3,344.3,689.8,17.3
759.0,both,2010-01-01,Pulau Pinang,68.3,2.2,66.7,352.3,742.3,16.7
787.5,both,2011-01-01,Pulau Pinang,69.3,1.9,67.9,348.8,772.8,14.7
795.8,both,2012-01-01,Pulau Pinang,68.9,2.0,67.4,358.8,779.8,16.0
826.1,both,2013-01-01,Pulau Pinang,69.4,1.7,68.1,363.7,811.9,14.2
852.5,both,2014-01-01,Pulau Pinang,71.0,1.6,69.8,348.3,839.2,13.3
848.1,both,2015-01-01,Pulau Pinang,69.9,1.6,68.3,365.8,834.2,14.0
845.5,both,2016-01-01,Pulau Pinang,69.0,2.1,66.8,379.8,827.4,18.1
841.1,both,2017-01-01,Pulau Pinang,67.5,2.1,65.4,404.1,823.8,17.3
849.4,both,2018-01-01,Pulau Pinang,67.7,2.2,65.2,405.1,830.8,18.6
852.3,both,2019-01-01,Pulau Pinang,67.3,2.0,65.4,414.1,835.6,16.7
866.8,both,2020-01-01,Pulau Pinang,68.0,3.6,65.5,408.3,836.0,30.8
886.3,both,2021-01-01,Pulau Pinang,69.4,3.6,67.0,389.9,854.3,32.0
895.6,both,2022-01-01,Pulau Pinang,70.1,2.7,68.3,381.2,871.0,24.6
926.2,both,2023-01-01,Pulau Pinang,71.3,2.2,69.7,373.1,905.6,20.5
134.9,female,1982-01-01,Pulau Pinang,43.2,4.2,41.1,177.0,129.2,5.7
149.0,female,1983-01-01,Pulau Pinang,44.9,4.3,44.5,182.7,142.6,6.4
130.5,female,1984-01-01,Pulau Pinang,40.2,3.3,38.5,194.2,126.2,4.3
135.1,female,1985-01-01,Pulau Pinang,39.6,5.2,38.3,205.8,128.2,7.0
142.5,female,1986-01-01,Pulau Pinang,41.1,7.9,38.4,204.6,131.2,11.3
149.0,female,1987-01-01,Pulau Pinang,41.9,5.1,40.6,206.4,141.5,7.6
144.5,female,1988-01-01,Pulau Pinang,42.0,6.8,38.0,199.7,134.7,9.8
161.0,female,1989-01-01,Pulau Pinang,45.3,2.7,43.3,194.3,156.8,4.3
177.5,female,1990-01-01,Pulau Pinang,49.2,3.4,46.6,182.9,171.4,6.1
191.2,female,1992-01-01,Pulau Pinang,46.2,1.4,49.7,222.8,188.6,2.6
187.1,female,1993-01-01,Pulau Pinang,44.9,1.9,47.4,229.9,183.5,3.6
174.3,female,1995-01-01,Pulau Pinang,44.5,1.3,42.6,217.3,172.0,2.3
149.7,female,1996-01-01,Pulau Pinang,39.9,0.6,36.0,225.1,148.8,0.8
213.7,female,1997-01-01,Pulau Pinang,52.4,1.4,49.9,194.1,210.8,2.9
229.2,female,1998-01-01,Pulau Pinang,52.5,2.4,51.9,207.0,223.7,5.5
248.1,female,1999-01-01,Pulau Pinang,55.0,1.9,55.2,202.9,243.5,4.7
296.0,female,2000-01-01,Pulau Pinang,58.9,1.3,65.1,206.5,292.1,3.9
293.8,female,2001-01-01,Pulau Pinang,57.7,2.7,62.5,215.3,285.7,8.1
259.4,female,2002-01-01,Pulau Pinang,53.4,2.1,54.5,226.0,253.9,5.5
270.9,female,2003-01-01,Pulau Pinang,52.2,1.5,56.1,248.5,266.8,4.0
250.9,female,2004-01-01,Pulau Pinang,51.3,1.8,50.7,238.0,246.4,4.5
244.6,female,2005-01-01,Pulau Pinang,49.2,2.5,48.0,253.0,238.6,6.1
262.4,female,2006-01-01,Pulau Pinang,51.7,1.5,50.9,245.6,258.5,3.9
268.5,female,2007-01-01,Pulau Pinang,51.9,2.2,50.6,248.7,262.7,5.8
280.7,female,2008-01-01,Pulau Pinang,53.4,1.6,52.0,245.3,276.1,4.6
295.7,female,2009-01-01,Pulau Pinang,55.1,2.2,53.3,241.1,289.3,6.4
310.2,female,2010-01-01,Pulau Pinang,56.2,2.4,54.7,242.0,302.9,7.3
325.8,female,2011-01-01,Pulau Pinang,57.5,2.2,56.3,240.4,318.7,7.1
326.3,female,2012-01-01,Pulau Pinang,56.7,2.3,55.3,249.3,318.8,7.5
340.2,female,2013-01-01,Pulau Pinang,57.5,2.0,56.3,251.7,333.5,6.7
